"TL_cm","estimate","lower95","upper95"
390.46861162618,0.00377090279277697,0.00170528954125029,0.00583467608601402
390.972216330997,0.00363929496383709,0.00161845053958831,0.00564793756119008
391.475821035814,0.00351093733027262,0.00153668683449898,0.00548073738105849
391.97942574063,0.00338578157552675,0.00145562134673815,0.00531764264390891
392.483030445447,0.00326377970791947,0.00137916909836291,0.00515850840444531
392.986635150264,0.00314488405824323,0.00129585324244627,0.00498947994154163
393.490239855081,0.00302904727737664,0.00121165450759072,0.00481952402305597
393.993844559897,0.00291622233391438,0.00114236582312099,0.00466060284308441
394.497449264714,0.00280636251181444,0.00107373663548608,0.00451002677467103
395.001053969531,0.00269942140806202,0.00100733182961673,0.00436724843973397
395.504658674348,0.00259535293034978,0.000942948677467274,0.00422574840049878
396.008263379164,0.00249411129477369,0.000884069231053447,0.00407246460029642
396.511868083981,0.00239565102354552,0.000823839234555351,0.00392777370169221
397.015472788798,0.00229992694272079,0.000768109931284534,0.00379351393546188
397.519077493615,0.00220689417994144,0.000712179343283734,0.00366630419224166
398.022682198431,0.00211650816219472,0.000665090909401293,0.0035433118813537
398.526286903248,0.00202872461358643,0.000614652998103917,0.00341946578680621
399.029891608065,0.00194349955312862,0.000564929275575928,0.00329207467045934
399.533496312882,0.00186078929254208,0.000532328523529196,0.00316882031499317
400.037101017699,0.00178055043407295,0.000486680367763277,0.00304758517143147
400.540705722515,0.00170273986832282,0.000430444716996353,0.00293816209174444
401.044310427332,0.00162731477209289,0.000384035556901521,0.00281751167963728
401.547915132149,0.00155423260624115,0.000352198340257977,0.00271884421169324
402.051519836966,0.00148345111355261,0.000315931956672744,0.00262768218553018
402.555124541782,0.00141492831662252,0.000276478593906658,0.00253130282299993
403.058729246599,0.00134862251575162,0.000235831209152449,0.00242220084581642
403.562333951416,0.00128449228685378,0.000207612790072202,0.00232298788234111
404.065938656233,0.00122249647937542,0.00018195219120871,0.00224532121178109
404.569543361049,0.00116259421422642,0.00015613592276086,0.00215528117061776
405.073148065866,0.0011047448817221,0.000135161143712473,0.0020763022095602
405.576752770683,0.00104890813953585,0.000115908979775644,0.00198846529377226
406.0803574755,0.000995043910662531,0.000100957748371254,0.0019008468129343
406.583962180317,0.000943112381391554,0.0000834112196360594,0.00183162156510599
407.087566885133,0.000893073999289783,0.0000637195323699063,0.00175903148166807
407.59117158995,0.00084488947119361,0.0000478464981123785,0.00168573857373599
408.094776294767,0.000798519761209732,0.0000367472660922079,0.00160851336354397
408.598380999584,0.000753926088724378,0.0000273101865711677,0.00153392648525217
409.1019857044,0.000711069926420209,0.0000196011939431168,0.00148342171330116
409.605590409217,0.000669912998300705,0.0000129942504350278,0.00141895383615229
410.109195114034,0.000630417277721239,0.00000809875543880826,0.00134908464326596
410.612799818851,0.000592544985426381,0.00000451264830033525,0.00128992470276338
411.116404523667,0.000556258587592747,0.00000201116085732103,0.00123505003220166
411.620009228484,0.000521520793876962,0.000000620121290169075,0.00118023767010745
412.123613933301,0.000488294555467722,0.0000000358933322007706,0.00112465558374943
412.627218638118,0.000456543063141493,0,0.00108002419389385
413.130823342935,0.00042622974532091,0,0.00103759953245532
413.634428047751,0.00039731826613495,0,0.000988944077768448
414.138032752568,0.00036977252348028,0,0.00094524262512936
414.641637457385,0.000343556647082281,0,0.000899033601619511
415.145242162202,0.000318634996555217,0,0.000860275610670353
415.648846867018,0.00029497215945981,0,0.00082057901377002
416.152451571835,0.000272532949357401,0,0.000779594536029312
416.656056276652,0.000251282403858994,0,0.000739449266172025
417.159660981469,0.00023118578266772,0,0.000709588385088174
417.663265686285,0.000212208565613059,0,0.00068356157854676
418.166870391102,0.000194316450674736,0,0.000651799666994212
418.670475095919,0.000177475351994449,0,0.000623024077131453
419.174079800736,0.000161651397872837,0,0.000596022233836137
419.677684505553,0.000146810928749203,0,0.000567493131655713
420.181289210369,0.000132920495160997,0,0.000541669930144298
420.684893915186,0.000119946855679741,0,0.000514999813011566
421.188498620003,0.000107856974819582,0,0.000490587115671814
421.69210332482,0.0000966180209143011,0,0.000467985637242203
422.195708029636,0.0000861973639577613,0,0.000446994935278633
422.699312734453,0.0000765625734022417,0,0.000424756131681336
423.20291743927,0.0000676814159081555,0,0.000402988679593934
423.706522144087,0.0000595218530376052,0,0.000379899505121308
424.210126848903,0.0000520520388829786,0,0.000360016781263758
424.71373155372,0.0000452403176202106,0,0.000341970695167053
425.217336258537,0.0000390552209744713,0,0.000323665201357753
425.720940963354,0.0000334654655836528,0,0.000306490302599422
426.224545668171,0.0000284399502420093,0,0.000290881921683376
426.728150372987,0.0000239477530025973,0,0.000277336125503976
427.231755077804,0.0000199581281123113,0,0.000261819438318179
427.735359782621,0.0000164405027469986,0,0.000246018472398032
428.238964487438,0.0000133644735058577,0,0.000232695388064549
428.742569192254,0.000010699802613226,0,0.000220490717893196
429.246173897071,0.00000841641376071827,0,0.000209115133492476
429.749778601888,0.00000648438750151141,0,0.000197650561136642
430.253383306705,0.00000487395607853798,0,0.000187941601683225
430.756988011521,0.00000355549752411958,0,0.000178068962313174
431.260592716338,0.00000249952880180742,0,0.000169054133505638
431.764197421155,0.00000167669765604932,0,0.00016019281009827
432.267802125972,0.00000105777266212109,0,0.00015263750609281
432.771406830789,0.000000613630666514011,0,0.000143282869003363
433.275011535605,0.00000031524024011489,0,0.000135186878427903
433.778616240422,0.000000133638589421689,0,0.000127590822939915
434.282220945239,0.0000000398965649122609,0,0.000120250785698284
434.785825650056,0.00000000505805268108885,0,0.000113332949369544
435.289430354872,0.00000000000000000000000425629283128775,0,0.000107150230546455
