"19060,""spm"","""",""475246"",""30610"",""47158"",""HMN Aa"","""","""","""",""ilium"","""",""1"",""table"","""","""",""Brachiosaurus brancai"",""species"",""64501"",""recombined as"",""Giraffatitan brancai"",""species"",""64501"",""149.2"",""145"",""14554""";
"19061,""spm"","""",""541715"",""0"",""56683"",""FMNH P25107"",""holotype"","""","""",""humerus"","""",""1"",""table"","""","""",""Brachiosaurus altithorax"",""species"",""54864"","""",""Brachiosaurus altithorax"",""species"",""54864"",""154.8"",""145"",""14554""";
"19062,""spm"","""",""541715"",""0"",""56683"",""FMNH P25107"",""holotype"","""","""",""ilium"","""",""1"",""table"","""","""",""Brachiosaurus altithorax"",""species"",""54864"","""",""Brachiosaurus altithorax"",""species"",""54864"",""154.8"",""145"",""14554""";
"19063,""spm"","""",""541715"",""0"",""56683"",""FMNH P25107"",""holotype"","""","""",""femur"","""",""1"",""table"","""","""",""Brachiosaurus altithorax"",""species"",""54864"","""",""Brachiosaurus altithorax"",""species"",""54864"",""154.8"",""145"",""14554""";
"19064,""spm"","""",""491428"",""21984"",""49623"",""BYU ESM-163R"","""","""","""",""scapula"","""",""1"",""table"","""","""",""Brachiosaurus altithorax"",""species"",""54864"","""",""Brachiosaurus altithorax"",""species"",""54864"",""154.8"",""145"",""14554""";
"19065,""spm"","""",""491428"",""21984"",""49623"",""BYU ESM-163R"","""","""","""",""humerus"","""",""1"",""table"","""","""",""Brachiosaurus altithorax"",""species"",""54864"","""",""Brachiosaurus altithorax"",""species"",""54864"",""154.8"",""145"",""14554""";
"19066,""spm"","""",""491428"",""21984"",""49623"",""BYU ESM-163R"","""","""","""",""femur"","""",""1"",""table"","""","""",""Brachiosaurus altithorax"",""species"",""54864"","""",""Brachiosaurus altithorax"",""species"",""54864"",""154.8"",""145"",""14554""";
"19067,""spm"","""",""489244"",""28285"",""47430"","""",""holotype"","""","""",""humerus"","""",""1"",""table"","""",""specimen number not given, but presumably the type"",""Brachiosaurus atalaiensis"",""species"",""65348"",""recombined as"",""Lusotitan atalaiensis"",""species"",""65348"",""152.2"",""146.3"",""14554""";
"19068,""spm"","""",""489244"",""28285"",""47430"","""",""holotype"","""","""",""radius"","""",""1"",""table"","""",""specimen number not given, but presumably the type"",""Brachiosaurus atalaiensis"",""species"",""65348"",""recombined as"",""Lusotitan atalaiensis"",""species"",""65348"",""152.2"",""146.3"",""14554""";
"19069,""spm"","""",""489244"",""28285"",""47430"","""",""holotype"","""","""",""femur"","""",""1"",""table"","""",""estimated circumference";" specimen number not given, but presumably the type"",""Brachiosaurus atalaiensis"",""species"",""65348"",""recombined as"",""Lusotitan atalaiensis"",""species"",""65348"",""152.2"",""146.3"",""14554"""
"19070,""spm"","""",""489244"",""28285"",""47430"","""",""holotype"","""","""",""tibia"","""",""1"",""table"","""",""tibia-astragalus";" specimen number not given, but presumably the type"",""Brachiosaurus atalaiensis"",""species"",""65348"",""recombined as"",""Lusotitan atalaiensis"",""species"",""65348"",""152.2"",""146.3"",""14554"""
"19071,""spm"","""",""569289"",""21465"",""59771"",""MNHN"","""","""","""",""scapula"","""",""1"",""table"","""",""""""MNDN"""" (meaning MNHN), presumably the type specimen"",""Rebbachisaurus garasbae"",""species"",""65368"","""",""Rebbachisaurus garasbae"",""species"",""65368"",""100.5"",""93.9"",""14554""";
"19079,""spm"","""",""296444"",""0"",""28360"","" USNM 2364"",""holotype"","""","""",""humerus"","""",""1"",""table"","""",""width is transverse diameter of shaft"",""Dystrophaeus viaemalae"",""species"",""52875"","""",""Dystrophaeus viaemalae"",""species"",""52875"",""157.9"",""154.8"",""32090""";
"55947,""spm"","""",""1033188"",""0"",""126540"",""DQ-BS"",""paratype"","""","""",""skull"","""",""1"",""text"","""",""orbital width"",""Amphicoelias brontodiplodocus"",""species"",""231023"","""",""Amphicoelias brontodiplodocus"",""species"",""231023"",""157.9"",""152.2"",""41030""";
"55948,""spm"","""",""1033188"",""0"",""126540"",""DQ-BS"",""paratype"","""","""",""humerus"","""",""1"",""text"","""","""",""Amphicoelias brontodiplodocus"",""species"",""231023"","""",""Amphicoelias brontodiplodocus"",""species"",""231023"",""157.9"",""152.2"",""41030""";
"55949,""spm"","""",""1033188"",""0"",""126540"",""DQ-BS"",""paratype"","""","""",""ulna"","""",""1"",""text"","""","""",""Amphicoelias brontodiplodocus"",""species"",""231023"","""",""Amphicoelias brontodiplodocus"",""species"",""231023"",""157.9"",""152.2"",""41030""";
"55950,""spm"","""",""1033188"",""0"",""126540"",""DQ-BS"",""paratype"","""","""",""radius"","""",""1"",""text"","""","""",""Amphicoelias brontodiplodocus"",""species"",""231023"","""",""Amphicoelias brontodiplodocus"",""species"",""231023"",""157.9"",""152.2"",""41030""";
"55951,""spm"","""",""1033188"",""0"",""126540"",""DQ-BS"",""paratype"","""","""",""scapula"","""",""1"",""text"","""","""",""Amphicoelias brontodiplodocus"",""species"",""231023"","""",""Amphicoelias brontodiplodocus"",""species"",""231023"",""157.9"",""152.2"",""41030""";
"55952,""spm"","""",""1033188"",""0"",""126540"",""DQ-BS"",""paratype"","""","""",""coracoid"","""",""1"",""text"","""","""",""Amphicoelias brontodiplodocus"",""species"",""231023"","""",""Amphicoelias brontodiplodocus"",""species"",""231023"",""157.9"",""152.2"",""41030""";
"55953,""spm"","""",""1033188"",""0"",""126540"",""DQ-BS"",""paratype"","""","""",""femur"","""",""1"",""text"","""","""",""Amphicoelias brontodiplodocus"",""species"",""231023"","""",""Amphicoelias brontodiplodocus"",""species"",""231023"",""157.9"",""152.2"",""41030""";
"55954,""spm"","""",""1033188"",""0"",""126540"",""DQ-BS"",""paratype"","""","""",""tibia"","""",""1"",""text"","""","""",""Amphicoelias brontodiplodocus"",""species"",""231023"","""",""Amphicoelias brontodiplodocus"",""species"",""231023"",""157.9"",""152.2"",""41030""";
"55955,""spm"","""",""1033188"",""0"",""126540"",""DQ-BS"",""paratype"","""","""",""fibula"","""",""1"",""text"","""","""",""Amphicoelias brontodiplodocus"",""species"",""231023"","""",""Amphicoelias brontodiplodocus"",""species"",""231023"",""157.9"",""152.2"",""41030""";
"55981,""spm"","""",""571708"",""24455"",""59975"",""SGO-PV-961"",""holotype"","""",""right"",""femur"","""",""1"",""text"","""",""lateromedial midshaft width"",""Atacamatitan chilensis"",""species"",""180312"","""",""Atacamatitan chilensis"",""species"",""180312"",""100.5"",""66"",""35569""";
"56046,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 291.9"","""","""","""",""femur"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56047,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 48"","""","""","""",""femur"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56048,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 177"","""","""","""",""femur"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56049,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 495.9"","""","""","""",""femur"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56050,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 153"","""","""","""",""femur"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56051,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 415"","""","""","""",""femur"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56052,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 11"","""","""","""",""humerus"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56053,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 372"","""","""","""",""humerus"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56054,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 009"","""","""","""",""tibia"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56055,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 154"","""","""","""",""tibia"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56056,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 001"","""","""","""",""tibia"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56057,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 475"","""","""","""",""tibia"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56058,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 495.5"","""","""","""",""tibia"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56059,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV 468"","""","""","""",""tibia"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56060,""spm"","""",""512989"",""35972"",""51859"",""DFMMh/FV"","""","""","""",""fibula"","""",""1"",""table"","""","""",""Europasaurus holgeri"",""species"",""81697"","""",""Europasaurus holgeri"",""species"",""81697"",""152.2"",""149.2"",""17682""";
"56066,""spm"","""",""410610"",""19675"",""39659"",""BP/1/4952"",""holotype"","""","""",""humerus"","""",""1"",""table"","""","""",""Antetonitrus ingenipes"",""species"",""57754"","""",""Antetonitrus ingenipes"",""species"",""57754"",""201.4"",""192.9"",""17682""";
"56067,""spm"","""",""410610"",""19675"",""39659"",""BP/1/4952"",""holotype"","""","""",""radius"","""",""1"",""table"","""","""",""Antetonitrus ingenipes"",""species"",""57754"","""",""Antetonitrus ingenipes"",""species"",""57754"",""201.4"",""192.9"",""17682""";
"56068,""spm"","""",""410610"",""19675"",""39659"",""BP/1/4952"",""holotype"","""","""",""ulna"","""",""1"",""table"","""","""",""Antetonitrus ingenipes"",""species"",""57754"","""",""Antetonitrus ingenipes"",""species"",""57754"",""201.4"",""192.9"",""17682""";
"56069,""spm"","""",""410610"",""19675"",""39659"",""BP/1/4952"",""holotype"","""","""",""femur"","""",""1"",""table"","""","""",""Antetonitrus ingenipes"",""species"",""57754"","""",""Antetonitrus ingenipes"",""species"",""57754"",""201.4"",""192.9"",""17682""";
"56070,""spm"","""",""410610"",""19675"",""39659"",""BP/1/4952"",""holotype"","""","""",""tibia"","""",""1"",""table"","""","""",""Antetonitrus ingenipes"",""species"",""57754"","""",""Antetonitrus ingenipes"",""species"",""57754"",""201.4"",""192.9"",""17682""";
"56073,""spm"","""",""367589"",""17832"",""34768"",""NMZ QG24"",""holotype"","""","""",""humerus"","""",""1"",""table"","""",""estimated measurement"",""Vulcanodon karibaensis"",""species"",""54979"","""",""Vulcanodon karibaensis"",""species"",""54979"",""199.5"",""184.2"",""17682""";
"56074,""spm"","""",""367589"",""17832"",""34768"",""NMZ QG24"",""holotype"","""","""",""radius"","""",""1"",""table"","""","""",""Vulcanodon karibaensis"",""species"",""54979"","""",""Vulcanodon karibaensis"",""species"",""54979"",""199.5"",""184.2"",""17682""";
"56075,""spm"","""",""367589"",""17832"",""34768"",""NMZ QG24"",""holotype"","""","""",""ulna"","""",""1"",""table"","""","""",""Vulcanodon karibaensis"",""species"",""54979"","""",""Vulcanodon karibaensis"",""species"",""54979"",""199.5"",""184.2"",""17682""";
"56076,""spm"","""",""367589"",""17832"",""34768"",""NMZ QG24"",""holotype"","""","""",""femur"","""",""1"",""table"","""",""estimated measurement"",""Vulcanodon karibaensis"",""species"",""54979"","""",""Vulcanodon karibaensis"",""species"",""54979"",""199.5"",""184.2"",""17682""";
"56077,""spm"","""",""367589"",""17832"",""34768"",""NMZ QG24"",""holotype"","""","""",""tibia"","""",""1"",""table"","""","""",""Vulcanodon karibaensis"",""species"",""54979"","""",""Vulcanodon karibaensis"",""species"",""54979"",""199.5"",""184.2"",""17682""";
"56078,""spm"",""N"","""",""0"","""",""ZDM T5401"","""","""","""",""humerus"","""",""1"",""table"","""","""",""Shunosaurus lii"",""species"",""56457"","""",""Shunosaurus lii"",""species"",""56457"","""","""",""17682""";
"56079,""spm"",""N"","""",""0"","""",""ZDM T5401"","""","""","""",""radius"","""",""1"",""table"","""","""",""Shunosaurus lii"",""species"",""56457"","""",""Shunosaurus lii"",""species"",""56457"","""","""",""17682""";
"56080,""spm"",""N"","""",""0"","""",""ZDM T5401"","""","""","""",""ulna"","""",""1"",""table"","""","""",""Shunosaurus lii"",""species"",""56457"","""",""Shunosaurus lii"",""species"",""56457"","""","""",""17682""";
"56081,""spm"",""N"","""",""0"","""",""ZDM T5401"","""","""","""",""femur"","""",""1"",""table"","""","""",""Shunosaurus lii"",""species"",""56457"","""",""Shunosaurus lii"",""species"",""56457"","""","""",""17682""";
"56082,""spm"",""N"","""",""0"","""",""ZDM T5401"","""","""","""",""tibia"","""",""1"",""table"","""","""",""Shunosaurus lii"",""species"",""56457"","""",""Shunosaurus lii"",""species"",""56457"","""","""",""17682""";
"56083,""spm"","""",""739555"",""0"",""24883"",""ZDM T7501"",""holotype"","""","""",""humerus"","""",""1"",""table"","""","""",""Omeisaurus tianfuensis"",""species"",""56462"","""",""Omeisaurus tianfuensis"",""species"",""56462"",""170.9"",""154.8"",""17682""";
"56084,""spm"","""",""739555"",""0"",""24883"",""ZDM T7501"",""holotype"","""","""",""radius"","""",""1"",""table"","""","""",""Omeisaurus tianfuensis"",""species"",""56462"","""",""Omeisaurus tianfuensis"",""species"",""56462"",""170.9"",""154.8"",""17682""";
"56085,""spm"","""",""739555"",""0"",""24883"",""ZDM T7501"",""holotype"","""","""",""femur"","""",""1"",""table"","""","""",""Omeisaurus tianfuensis"",""species"",""56462"","""",""Omeisaurus tianfuensis"",""species"",""56462"",""170.9"",""154.8"",""17682""";
"56086,""spm"","""",""739555"",""0"",""24883"",""ZDM T7501"",""holotype"","""","""",""tibia"","""",""1"",""table"","""","""",""Omeisaurus tianfuensis"",""species"",""56462"","""",""Omeisaurus tianfuensis"",""species"",""56462"",""170.9"",""154.8"",""17682""";
"56184,""spm"","""",""572945"",""24454"",""60168"",""MGUANPA-003"",""holotype"","""",""right"",""scapula"","""",""1"",""text"","""","""",""Angolatitan adamastor"",""species"",""180384"","""",""Angolatitan adamastor"",""species"",""180384"",""89.8"",""86.3"",""35572""";
"56185,""spm"","""",""572945"",""24454"",""60168"",""MGUANPA-003"",""holotype"","""",""right"",""humerus"","""",""1"",""text"","""","""",""Angolatitan adamastor"",""species"",""180384"","""",""Angolatitan adamastor"",""species"",""180384"",""89.8"",""86.3"",""35572""";
"56186,""spm"","""",""572945"",""24454"",""60168"",""MGUANPA-003"",""holotype"","""",""right"",""ulna"","""",""1"",""text"","""","""",""Angolatitan adamastor"",""species"",""180384"","""",""Angolatitan adamastor"",""species"",""180384"",""89.8"",""86.3"",""35572""";
"56187,""spm"","""",""572945"",""24454"",""60168"",""MGUANPA-003"",""holotype"","""",""right"",""radius"","""",""1"",""text"","""","""",""Angolatitan adamastor"",""species"",""180384"","""",""Angolatitan adamastor"",""species"",""180384"",""89.8"",""86.3"",""35572""";
"56344,""spm"","""",""520778"",""13460"",""53149"",""PIN N 3042/1"",""holotype"","""","""",""humerus"","""",""1"",""text"","""","""",""Ferganasaurus verzilini"",""species"",""67550"","""",""Ferganasaurus verzilini"",""species"",""67550"",""165.3"",""161.5"",""14284""";
"56345,""spm"","""",""520778"",""13460"",""53149"",""PIN N 3042/1"",""holotype"","""","""",""ulna"","""",""1"",""text"","""","""",""Ferganasaurus verzilini"",""species"",""67550"","""",""Ferganasaurus verzilini"",""species"",""67550"",""165.3"",""161.5"",""14284""";
"56346,""spm"","""",""520778"",""13460"",""53149"",""PIN N 3042/1"",""holotype"","""","""",""radius"","""",""1"",""text"","""","""",""Ferganasaurus verzilini"",""species"",""67550"","""",""Ferganasaurus verzilini"",""species"",""67550"",""165.3"",""161.5"",""14284""";
"56347,""spm"","""",""520778"",""13460"",""53149"",""PIN N 3042/1"",""holotype"","""","""",""femur"","""",""1"",""text"","""","""",""Ferganasaurus verzilini"",""species"",""67550"","""",""Ferganasaurus verzilini"",""species"",""67550"",""165.3"",""161.5"",""14284""";
"56348,""spm"","""",""520778"",""13460"",""53149"",""PIN N 3042/1"",""holotype"","""","""",""tibia"","""",""1"",""text"","""","""",""Ferganasaurus verzilini"",""species"",""67550"","""",""Ferganasaurus verzilini"",""species"",""67550"",""165.3"",""161.5"",""14284""";
"56349,""spm"","""",""520778"",""13460"",""53149"",""PIN N 3042/1"",""holotype"","""","""",""fibula"","""",""1"",""text"","""","""",""Ferganasaurus verzilini"",""species"",""67550"","""",""Ferganasaurus verzilini"",""species"",""67550"",""165.3"",""161.5"",""14284""";
"56368,""spm"","""",""973069"",""0"",""49099"",""UNPSJB-PV 920"","""","""",""both"",""humerus"","""",""1"",""table"","""",""transverse width of shaft"",""Epachthosaurus sciuttoi"",""species"",""57467"","""",""Epachthosaurus sciuttoi"",""species"",""57467"",""100.5"",""89.8"",""19282""";
"56369,""spm"","""",""973069"",""0"",""49099"",""UNPSJB-PV 920"","""","""",""both"",""ulna"","""",""1"",""table"","""",""transverse width of shaft"",""Epachthosaurus sciuttoi"",""species"",""57467"","""",""Epachthosaurus sciuttoi"",""species"",""57467"",""100.5"",""89.8"",""19282""";
"56370,""spm"","""",""973069"",""0"",""49099"",""UNPSJB-PV 920"","""","""",""both"",""radius"","""",""1"",""table"","""",""transverse width of shaft"",""Epachthosaurus sciuttoi"",""species"",""57467"","""",""Epachthosaurus sciuttoi"",""species"",""57467"",""100.5"",""89.8"",""19282""";
"56371,""spm"","""",""973069"",""0"",""49099"",""UNPSJB-PV 920"","""","""",""right"",""femur"","""",""1"",""table"","""",""transverse width of shaft"",""Epachthosaurus sciuttoi"",""species"",""57467"","""",""Epachthosaurus sciuttoi"",""species"",""57467"",""100.5"",""89.8"",""19282""";
"56372,""spm"","""",""973069"",""0"",""49099"",""UNPSJB-PV 920"","""","""",""both"",""tibia"","""",""1"",""table"","""",""transverse width of shaft (applies to right side only)"",""Epachthosaurus sciuttoi"",""species"",""57467"","""",""Epachthosaurus sciuttoi"",""species"",""57467"",""100.5"",""89.8"",""19282""";
"56373,""spm"","""",""973069"",""0"",""49099"",""UNPSJB-PV 920"","""","""",""both"",""fibula"","""",""1"",""table"","""",""transverse width of shaft"",""Epachthosaurus sciuttoi"",""species"",""57467"","""",""Epachthosaurus sciuttoi"",""species"",""57467"",""100.5"",""89.8"",""19282""";
"56379,""spm"","""",""513185"",""13232"",""22665"",""100/S1Y/76"","""","""","""",""scapula"","""",""1"",""table"","""","""",""Kotasaurus yamanpalliensis"",""species"",""66498"","""",""Kotasaurus yamanpalliensis"",""species"",""66498"",""199.5"",""184.2"",""13819""";
"56380,""spm"","""",""513185"",""13232"",""22665"",""101/S1Y/76"","""","""","""",""coracoid"","""",""1"",""table"","""","""",""Kotasaurus yamanpalliensis"",""species"",""66498"","""",""Kotasaurus yamanpalliensis"",""species"",""66498"",""199.5"",""184.2"",""13819""";
"56381,""spm"","""",""513185"",""13232"",""22665"",""102/S1Y/76"","""","""","""",""humerus"","""",""1"",""table"","""","""",""Kotasaurus yamanpalliensis"",""species"",""66498"","""",""Kotasaurus yamanpalliensis"",""species"",""66498"",""199.5"",""184.2"",""13819""";
"56382,""spm"","""",""513185"",""13232"",""22665"",""106/S1Y/76"","""","""","""",""radius"","""",""1"",""table"","""","""",""Kotasaurus yamanpalliensis"",""species"",""66498"","""",""Kotasaurus yamanpalliensis"",""species"",""66498"",""199.5"",""184.2"",""13819""";
"56383,""spm"","""",""513185"",""13232"",""22665"",""107/S1Y/76"","""","""","""",""ulna"","""",""1"",""table"","""",""midshaft width"",""Kotasaurus yamanpalliensis"",""species"",""66498"","""",""Kotasaurus yamanpalliensis"",""species"",""66498"",""199.5"",""184.2"",""13819""";
"56384,""spm"","""",""513185"",""13232"",""22665"",""111/S1Y/76"","""","""","""",""femur"","""",""1"",""table"","""",""shaft width"",""Kotasaurus yamanpalliensis"",""species"",""66498"","""",""Kotasaurus yamanpalliensis"",""species"",""66498"",""199.5"",""184.2"",""13819""";
"56385,""spm"","""",""513185"",""13232"",""22665"",""115/S1Y/76"","""","""","""",""tibia"","""",""1"",""table"","""","""",""Kotasaurus yamanpalliensis"",""species"",""66498"","""",""Kotasaurus yamanpalliensis"",""species"",""66498"",""199.5"",""184.2"",""13819""";
"56393,""spm"","""",""139260"",""23238"",""11604"",""ISIR335/57"",""holotype"","""",""left"",""scapula"","""",""1"",""table"","""","""",""Titanosaurus colberti"",""species"",""64311"",""recombined as"",""Isisaurus colberti"",""species"",""64311"",""72.1"",""66"",""4177""";
"56394,""spm"","""",""139260"",""23238"",""11604"",""ISIR335/58"",""holotype"","""",""left"",""coracoid"","""",""1"",""text"","""","""",""Titanosaurus colberti"",""species"",""64311"",""recombined as"",""Isisaurus colberti"",""species"",""64311"",""72.1"",""66"",""4177""";
"56395,""spm"","""",""139260"",""23238"",""11604"",""ISIR335/59"",""holotype"","""",""left"",""humerus"","""",""1"",""text"","""",""minimum transverse width"",""Titanosaurus colberti"",""species"",""64311"",""recombined as"",""Isisaurus colberti"",""species"",""64311"",""72.1"",""66"",""4177""";
"56396,""spm"","""",""139260"",""23238"",""11604"",""ISIR335/60"",""holotype"","""",""left"",""ulna"","""",""1"",""text"","""",""minimum shaft width"",""Titanosaurus colberti"",""species"",""64311"",""recombined as"",""Isisaurus colberti"",""species"",""64311"",""72.1"",""66"",""4177""";
"71222,""spm"","""",""150240"",""15707"",""13333"",""MACN-N 15"",""holotype"","""","""",""scapulacoracoid"","""",""1"","""","""","""",""Amargasaurus cazaui"",""species"",""53962"","""",""Amargasaurus cazaui"",""species"",""53962"",""125.77"",""121.4"",""5970""";
"71223,""spm"","""",""150240"",""15707"",""13333"",""MACN-N 15"",""holotype"","""","""",""humerus"","""",""1"","""","""",""width = minimum anteroposterior width in midshaft"",""Amargasaurus cazaui"",""species"",""53962"","""",""Amargasaurus cazaui"",""species"",""53962"",""125.77"",""121.4"",""5970""";
"71224,""spm"","""",""150240"",""15707"",""13333"",""MACN-N 15"",""holotype"","""","""",""radius"","""",""1"","""","""","""",""Amargasaurus cazaui"",""species"",""53962"","""",""Amargasaurus cazaui"",""species"",""53962"",""125.77"",""121.4"",""5970""";
"71225,""spm"","""",""150240"",""15707"",""13333"",""MACN-N 15"",""holotype"","""","""",""ulna"","""",""1"","""","""","""",""Amargasaurus cazaui"",""species"",""53962"","""",""Amargasaurus cazaui"",""species"",""53962"",""125.77"",""121.4"",""5970""";
"71226,""spm"","""",""150240"",""15707"",""13333"",""MACN-N 15"",""holotype"","""","""",""femur"","""",""1"","""","""",""width = minimum anteroposterior width in midshaft"",""Amargasaurus cazaui"",""species"",""53962"","""",""Amargasaurus cazaui"",""species"",""53962"",""125.77"",""121.4"",""5970""";
"71227,""spm"","""",""150240"",""15707"",""13333"",""MACN-N 15"",""holotype"","""","""",""tibia"","""",""1"","""","""","""",""Amargasaurus cazaui"",""species"",""53962"","""",""Amargasaurus cazaui"",""species"",""53962"",""125.77"",""121.4"",""5970""";
"71228,""spm"","""",""150240"",""15707"",""13333"",""MACN-N 15"",""holotype"","""","""",""fibula "","""",""1"","""","""","""",""Amargasaurus cazaui"",""species"",""53962"","""",""Amargasaurus cazaui"",""species"",""53962"",""125.77"",""121.4"",""5970""";
"71232,""spm"","""",""624643"",""23342"",""67296"",""MPCA-232"",""holotype"","""","""",""scapula"","""",""1"","""","""",""width = minimum of the post-acronomial region"",""Cathartesaura anaerobica"",""species"",""89495"","""",""Cathartesaura anaerobica"",""species"",""89495"",""100.5"",""89.8"",""19213""";
"71233,""spm"","""",""624643"",""23342"",""67296"",""MPCA-232"",""holotype"","""","""",""femur"","""",""1"","""","""","""",""Cathartesaura anaerobica"",""species"",""89495"","""",""Cathartesaura anaerobica"",""species"",""89495"",""100.5"",""89.8"",""19213""";
"71237,""spm"","""",""624237"",""0"",""67218"","""","""","""","""",""femur"","""",""1"","""","""",""width = maximum anteroposterior width in midshaft"",""Zapalasaurus bonapartei"",""species"",""89457"","""",""Zapalasaurus bonapartei"",""species"",""89457"",""125.77"",""119.5"",""19193""";
"71238,""spm"","""",""624237"",""0"",""67218"","""","""","""","""",""tibia"","""",""1"","""","""","""",""Zapalasaurus bonapartei"",""species"",""89457"","""",""Zapalasaurus bonapartei"",""species"",""89457"",""125.77"",""119.5"",""19193""";
"71252,""spm"","""",""540448"",""0"",""21852"",""AMNH 6341"","""","""","""",""scapula"","""",""1"","""","""",""width = maximum anteroposterior width in midshaft"",""Barosaurus lentus"",""species"",""54166"","""",""Barosaurus lentus"",""species"",""54166"",""149.2"",""146.3"",""19507""";
"71253,""spm"","""",""540448"",""0"",""21852"",""AMNH 6341"","""","""","""",""coracoid"","""",""1"","""","""","""",""Barosaurus lentus"",""species"",""54166"","""",""Barosaurus lentus"",""species"",""54166"",""149.2"",""146.3"",""19507""";
"71257,""spm"","""",""540448"",""0"",""21852"",""AMNH 6341"","""","""","""",""humerus"","""",""1"","""","""",""width = maximum anteroposterior width in midshaft"",""Barosaurus lentus"",""species"",""54166"","""",""Barosaurus lentus"",""species"",""54166"",""149.2"",""146.3"",""19507""";
"71258,""spm"","""",""540448"",""0"",""21852"",""CM 21774"","""","""","""",""ulna"","""",""1"","""","""","""",""Barosaurus lentus"",""species"",""54166"","""",""Barosaurus lentus"",""species"",""54166"",""149.2"",""146.3"",""19507""";
"71259,""spm"","""",""540448"",""0"",""21852"",""CM 21774"","""","""","""",""radius"","""",""1"","""","""",""width = maximum anteroposterior width in midshaft"",""Barosaurus lentus"",""species"",""54166"","""",""Barosaurus lentus"",""species"",""54166"",""149.2"",""146.3"",""19507""";
"71262,""spm"","""",""225582"",""30574"",""21852"",""USNM 10865"","""","""",""left"",""humerus"","""",""1"","""","""",""circumf. = minimal shaft"",""Diplodocus longus"",""species"",""52920"","""",""Diplodocus longus"",""species"",""52920"",""149.2"",""146.3"",""19507""";
"71263,""spm"","""",""225582"",""30574"",""21852"",""USNM 10865"","""","""",""left"",""ulna"","""",""1"","""","""",""circumf. = minimal shaft"",""Diplodocus longus"",""species"",""52920"","""",""Diplodocus longus"",""species"",""52920"",""149.2"",""146.3"",""19507""";
"71264,""spm"","""",""225582"",""30574"",""21852"",""USNM 10865"","""","""",""right"",""humerus"","""",""1"","""","""",""circumf. = minimal shaft"",""Diplodocus longus"",""species"",""52920"","""",""Diplodocus longus"",""species"",""52920"",""149.2"",""146.3"",""19507""";
