"dataset","m","estimate_t","lower95_t","median_t","upper95_t"
"Extant fauna",2565,2.6784340037859,1.26678303056744,2.58983716788437,4.93949260002425
"Extant fauna",2668,2.7446397622626,1.28151108678567,2.65592355594285,5.13432158763124
"Extant fauna",2774,2.8113557268191,1.29777908614974,2.71613528496705,5.2947877183999
"Extant fauna",2884,2.8791471290423,1.31817541480426,2.77924371620917,5.48458122689186
"Extant fauna",2999,2.94853095670012,1.34308336172542,2.84323738573803,5.67311617135622
"Extant fauna",3119,3.019393457268,1.36415218594391,2.91115164198158,5.85976386435308
"Extant fauna",3243,3.09105452778187,1.38231802210281,2.97438718396846,6.07159617898302
"Extant fauna",3372,3.1640074434813,1.40052890581696,3.04141895256812,6.28755928241307
"Extant fauna",3507,3.23870109385418,1.41892108613594,3.10858633552542,6.50906267311958
"Extant fauna",3647,3.31447107963093,1.43594825627674,3.18335210306283,6.75016314970166
"Extant fauna",3792,3.39122986258389,1.45330078150433,3.25218892224558,6.98845606531217
"Extant fauna",3943,3.46940687439245,1.47181221606688,3.32218549817006,7.21701588154091
"Extant fauna",4100,3.54889035645261,1.49092214706132,3.3966952728159,7.4536742813277
"Extant fauna",4264,3.63006391971602,1.50930415408084,3.47268597698052,7.72210746164971
"Extant fauna",4433,3.71183775761472,1.52741843165126,3.54883907889277,7.97612329970605
"Extant fauna",4610,3.79555345729922,1.54905435599141,3.62387121501803,8.24413794964028
"Extant fauna",4794,3.88060162997014,1.57244885708299,3.70358809449201,8.55582618111545
"Extant fauna",4985,3.96686894204723,1.59242740165796,3.77727802634593,8.89946620186138
"Extant fauna",5184,4.0546847392627,1.61301901644564,3.85843554993271,9.26769577990016
"Extant fauna",5390,4.14349212127282,1.63200932122291,3.94324164093452,9.60765685167672
"Extant fauna",5605,4.23402969468599,1.65212353749237,4.02346207837543,9.95491984153536
"Extant fauna",5828,4.32574486453658,1.67500507747055,4.10240241991639,10.3233186078875
"Extant fauna",6061,4.41932198470127,1.69172900252534,4.18720747649793,10.6535317504062
"Extant fauna",6302,4.51382712386535,1.71163659524369,4.27921548229948,11.0301691961577
"Extant fauna",6553,4.60992190508001,1.73160319416441,4.3643343910357,11.4835813195464
"Extant fauna",6814,4.70746360588405,1.75159419328986,4.45771820140464,11.9556403123739
"Extant fauna",7086,4.80667820254201,1.76949130370162,4.54916878091815,12.4260489319704
"Extant fauna",7368,4.90706166029703,1.78703619986549,4.63409551579939,12.8745419164306
"Extant fauna",7662,5.00918239027057,1.8007568942154,4.72316903607514,13.3437577237314
"Extant fauna",7967,5.11254528179785,1.81367043655204,4.81317106050512,13.8340423678631
"Extant fauna",8285,5.21767713903228,1.82651602275621,4.90509825984207,14.318241265892
"Extant fauna",8615,5.32409314948878,1.83923261347053,5.00109868165913,14.8497267488707
"Extant fauna",8958,5.43197118067878,1.85795245997834,5.08862986941106,15.4129206152868
"Extant fauna",9315,5.5414668941463,1.87556243330191,5.18062132538856,16.0387603264669
"Extant fauna",9687,5.65271504723305,1.89736788322408,5.278893491989,16.6914157500474
"Extant fauna",10073,5.76525499035708,1.91637160694537,5.37973515120183,17.3328535295444
"Extant fauna",10474,5.87922703918802,1.93309394594163,5.49318938387034,17.9735995789567
"Extant fauna",10891,5.99475249238954,1.9488714958592,5.57586355540391,18.6787446677325
"Extant fauna",11325,6.11193483693712,1.96687359651343,5.66393297340038,19.396546004192
"Extant fauna",11777,6.23086088944725,1.98881664800258,5.76797973747547,20.1354713849599
"Extant fauna",12246,6.35109578593132,2.0087464693546,5.86639823601655,20.8602354798973
"Extant fauna",12734,6.47298202252242,2.02913529976808,5.97126872714396,21.5765033287344
"Extant fauna",13242,6.59658126425847,2.04269853271584,6.07292138919694,22.3167933441221
"Extant fauna",13769,6.7214741256626,2.05571764053564,6.18719808279942,23.0781176831389
"Extant fauna",14318,6.84818897059852,2.06983517916129,6.29106255750122,23.8650029217286
"Extant fauna",14889,6.9765279638745,2.08591218333875,6.40854158551288,24.6772807611361
"Extant fauna",15482,7.10630623201145,2.1032322807973,6.52006758253744,25.5144757110345
"Extant fauna",16099,7.23777190273266,2.12320716116958,6.64322431263853,26.3827052026413
"Extant fauna",16741,7.37093583508848,2.14318116981741,6.76059909040539,27.3385041266932
"Extant fauna",17408,7.50560101600417,2.16312224618037,6.87777370627767,28.3452526056373
"Extant fauna",18101,7.64177773125758,2.18344180991214,7.0005909445783,29.3589693823082
"Extant fauna",18823,7.77984567268157,2.20637867744284,7.12504810794398,30.3636863063524
"Extant fauna",19573,7.91940238767677,2.22933146475207,7.25471757312284,31.4054228860681
"Extant fauna",20353,8.06061590520704,2.25023175608105,7.37145519972271,32.5562201801716
"Extant fauna",21164,8.20345525485878,2.26808495836445,7.49838288500197,33.755153538877
"Extant fauna",22007,8.34788493197691,2.28314520751422,7.60932550032247,34.9971397567701
"Extant fauna",22884,8.49402981851792,2.29601376520851,7.74060142160177,36.3403001774446
"Extant fauna",23796,8.64183345854882,2.31228929588682,7.87038890752138,37.7439000706758
"Extant fauna",24745,8.79139254361911,2.32597164150317,8.00340505757214,39.2026706074116
"Extant fauna",25731,8.94248251839525,2.34686058371168,8.1392310504522,40.6864890699268
"Extant fauna",26756,9.09518869404613,2.36934756896119,8.28223589216005,42.1283223989103
"Extant fauna",27823,9.2497217982881,2.38590229290308,8.42767257120867,43.6866412750014
"Extant fauna",28931,9.40570534864277,2.39851867647793,8.55796461796395,45.3249159744895
"Extant fauna",30084,9.5634700787887,2.41105509602664,8.69216752839221,46.8598066219386
"Extant fauna",31283,9.72290839358331,2.4248307948062,8.84419690817742,48.4311380068762
"Extant fauna",32530,9.884042680724,2.44264025161019,8.97950083448308,50.146861341572
"Extant fauna",33826,10.0467598946592,2.46038010911824,9.12338242806104,51.979471250675
"Extant fauna",35174,10.2111909918283,2.47806347692795,9.26737139078813,53.7780970262167
"Extant fauna",36576,10.3773262955854,2.49568793457913,9.41082530131817,55.4495745562788
"Extant fauna",38034,10.5451475656412,2.5132502876702,9.54595187557228,57.1691912481309
"Extant fauna",39550,10.7146289219453,2.53074671857773,9.69497181828562,58.9379389153246
"Extant fauna",41126,10.8857377156155,2.54713150931162,9.85481509457396,60.9799204978994
"Extant fauna",42765,11.0585392463108,2.56248032369223,10.0077903538454,63.4000847055919
"Extant fauna",44469,11.2329806784349,2.57774318507294,10.1553269530277,66.0128004746385
"Extant fauna",46241,11.4091031302609,2.5929232328846,10.3034576552218,68.2778724901003
"Extant fauna",48084,11.5869329407354,2.60802218894541,10.4472408500656,70.5846854188075
"Extant fauna",50000,11.766390755013,2.62303290926564,10.6004827639299,72.9659917527152
