trait,u0,xi_hat_uni,sigma_hat_uni,y_star_hat_log_uni,xi_hat_mgpd,sigma_hat_mgpd,y_star_hat_log_mgpd
SVL,5.0592984660755365,-0.3835141477659275,0.1448605706648872,5.437017440743717,-0.3835141477659275,0.1448605706648872,5.437017440743717
TL,5.744348436402863,-0.4121515343083395,0.1270473623902644,6.0526024444911055,-0.4121515343083395,0.12704736239026437,6.0526024444911055
