test,L_uc,L_c,LRT,df,pvalue,xi_common_mle,sigma_SVL_mle,sigma_TL_mle
H0: xi_SVL = xi_TL (log scale GP),731.9037423233792,731.7885363568919,0.23041193297467544,1,0.6312185545052142,-0.3913143924072908,0.14687993017836806,0.12339183070128511
