trait,u0,sigma_hat_mgpd,xi_hat_mgpd,y_star_hat_log_mgpd,backend,logLik
SVL,5.0592984660755365,0.1448605706648872,-0.3835141477659275,5.437017440743717,indep,-2342666.9560861974
TL,5.744348436402863,0.12704736239026437,-0.4121515343083395,6.0526024444911055,indep,-2342666.9560861974
