param,value
a1,3.6167798094540933
a2,1.1394181274421356
beta1,-0.946517650672734
sigma_SVL,0.08568331665560572
xi_SVL,-0.2125871966934803
y*_SVL_log,5.462348687294402
sigma_TL,0.05901732194121962
xi_TL,-0.12337406381127058
y*_TL_log,6.2227092856612645
