SVL
144.8
144.1
133.4
131.0
191.8
143.5
171.0
144.8
146.1
150.5
138.4
135.5
131.5
130.8
130.0
168.3
121.9
174.0
142.2
129.007
135.255
127.0
130.0
182.9
175.3
135.0
168.0
160.4
133.4
139.0
116.2
109.2
111.1
113.0
129.5
136.5
138.0
129.5
133.4
138.4
134.0
117.5
120.0
112.1
115.0
119.4
132.7
134.0
141.5
138.4
137.8
142.0
142.0
135.9
137.795
127.0
119.38
168.9
136.5
137.8
116.8
129.5
111.8
179.1
170.2
177.0
136.906
138.4
134.6
142.8
134.0
119.4
130.0
128.0
92.075
109.2
89.535
118.7
120.0
127.0
136.5
128.905
126.066
125.7
127.0
128.0
131.5
78.6
119.38
121.8
163.2
181.6
180.8
190.0
108.2
153.0
120.2
120.0
123.5
123.0
122.5
135.89
135.0
148.0
121.0
130.8
134.6
140.5
140.0
133.0
167.64
169.7
121.92
126.0
130.8
133.0
93.98
146.05
116.8
113.7
130.2
115.8
106.68
132.08
128.0
115.253
160.0
168.0
174.0
114.554
127.0
122.428
119.8
112.0
115.0
111.2
125.2
119.8
148.4
113.8
159.6
110.5
136.5
137.0
135.0
156.5
112.0
133.5
101.0
102.5
127.0
106.5
97.0
157.0
120.0
85.0
161.0
110.5
129.0
125.5
115.0
110.0
112.0
99.0
91.0
