,Route,Head.Length,SV.length,Total.Length,Tail.Girth,Neck.Girth,Chest.Girth,Weight,Sex,Deformities_Notes
4731,ENP-SS,26.7,93.8,182.3,33.6,NA,NA,18,F,NA
4732,ENP-SS,27,99.1,200.8,38.4,NA,NA,20,F,NA
4733,ENP-SS,33.2,119.9,222,47.1,NA,NA,36,M,Incomplete tail
4734,ENP-SS,32.2,115.4,230.9,47.8,NA,NA,36.5,M,NA
4735,ENP-SS,32.4,114.8,228.2,45,NA,NA,32.5,M,NA
4736,ENP-SS,29.9,111,211.5,43.3,NA,NA,30,M,NA
4737,ENP-SS,39.1,140,274.3,56.2,NA,NA,60,M,NA
4738,ENP-FC,30.5,110.2,220.8,51.7,NA,NA,40,F,NA
4739,ENP-SS,34.7,125.6,249.3,45.8,NA,NA,38.5,M,Broken jaw
4740,ENP-SS,31.2,114,227.9,45,NA,NA,32,M,NA
4741,ENP-SS,35.1,126.5,250.1,51,NA,NA,45,M,NA
4742,ENP-SS,32.7,116.7,224.1,45.2,NA,NA,34,M,NA
4743,ENP-SS,25.6,93.9,188.6,40.4,NA,NA,20.5,F,NA
4744,ENP-SS,28.9,108.8,214.4,34.6,NA,NA,21,F,NA
4745,ENP-SS,33.1,123.6,240.4,46.6,NA,NA,37.5,M,NA
4746,WCA3A-N41_Marsh,27.5,102.9,210,37.5,NA,NA,22,F,NA
4747,WCA3A-TW_Marsh,27.9,106.5,211.7,43.6,NA,NA,27,M,NA
4748,ENP-NESSE,29.4,108.5,214,41.2,NA,NA,25.4,M,NA
4749,WCA3B_Marsh,28.2,106,205.3,39.1,NA,NA,23.5,F,NA
4750,WCA3B_Marsh,27.5,97.5,192.6,40.9,NA,NA,23,F,NA
4751,ENP-FC,28.3,102.8,202.9,41.3,NA,NA,26,F,NA
4752,ENP-FC,21.4,78,158.8,30.5,NA,NA,10.2,M,NA
4753,ENP-FC,30,109,215.6,42.2,NA,NA,28,M,NA
4754,ENP-FC,19,71.8,148.6,28.5,NA,NA,8,M,NA
4755,ENP-FC,33.5,119.7,240.8,50.9,NA,NA,41.5,M,NA
4756,ENP-FC,25.2,96.3,194.1,40.7,NA,NA,20,F,NA
4757,ENP-FC,25.6,96,195,38.6,NA,NA,18.8,F,NA
4758,ENP-FC,24.3,88,172.5,33,NA,NA,13.6,F,NA
4759,ENP-FC,30.9,111.4,222.5,43.7,NA,NA,31,M,NA
4760,ENP-FC,20.1,74.5,148.7,28.2,NA,NA,8,F,NA
4761,ENP-FC,20.6,74.7,145.9,26.9,NA,NA,7.8,M,Missing front left leg below elbow
4762,ENP-FC,27,100.3,203.2,40.2,NA,NA,22.5,F,NA
4763,ENP-FC,27.5,101.5,200.2,38,NA,NA,22.5,F,Incomplete tail
4764,ENP-FC,26.1,99.6,197.2,46,NA,NA,27,F,NA
4765,ENP-FC,38.9,144,279.7,49.1,NA,NA,59,M,NA
4766,ENP-NESSE,30.8,108.4,214.5,44,NA,NA,30.5,M,NA
4767,ENP-NESSE,21.8,80.7,164.7,32.4,NA,NA,11,M,NA
4768,ENP-NESSE,31,112.9,227.5,46,NA,NA,30,M,NA
4769,WCA3A-HD_Marsh,23.6,83.4,162.3,31,NA,NA,12.4,M,NA
4770,WCA3A-HD_Marsh,30.8,112.9,216.7,35.4,NA,NA,24.5,F,NA
4771,WCA3A-HD_Marsh,22.9,80.9,158.2,31.2,NA,NA,11.4,M,NA
4772,WCA3A-N41_Marsh,34.5,123.4,242.9,52,NA,NA,44,M,NA
4773,WCA3A-N41_Marsh,35.7,130,263.2,54.2,NA,NA,51,M,NA
4774,WCA3A-N41_Marsh,34.3,125.2,254.7,52.8,NA,NA,46,M,NA
4775,WCA3A-N41_Marsh,36.4,129.7,259.4,48.3,NA,NA,45,M,NA
4776,WCA3A-TW_Marsh,22.6,82.2,160.3,33,NA,NA,12,M,Incomplete tail
4777,WCA3A-TW_Marsh,17.7,63.2,127.8,23.5,NA,NA,4.7,M,NA
4778,WCA3A-TW_Marsh,43,151.2,296,62,NA,NA,92,M,NA
4779,WCA3A-TW_Marsh,23.4,82.5,170.9,35.6,NA,NA,16,M,NA
4780,WCA3A-TW_Marsh,16.5,60.4,121.4,24,NA,NA,NA,F,NA
4781,WCA3A-TW_Marsh,30.7,108.7,212.9,42.9,NA,NA,28.5,F,NA
4782,WCA3A-TW_Marsh,26.9,99.6,189.3,41.5,NA,NA,22.5,M,NA
4783,WCA3A-TW_Marsh,29.8,111.3,216.3,45.4,NA,NA,30.5,M,NA
4784,WCA3A-TW_Marsh,23,81.7,166.5,35.5,NA,NA,13,M,NA
4785,WCA3A-TW_Marsh,38.2,134.3,274,59.7,NA,NA,68,M,NA
4786,WCA3A-TW_Marsh,16.9,63,127,21.4,NA,NA,4.65,F,NA
4787,WCA3B_Marsh,36.7,134,259.3,53.8,NA,NA,55,M,NA
4788,WCA3B_Marsh,26.6,100.5,195,37.2,NA,NA,20.5,F,NA
4789,WCA3B_Marsh,28.4,104.8,202.5,39.8,NA,NA,23,F,NA
4790,WCA3B_Marsh,29,103.2,209.1,42.1,NA,NA,27,F,NA
4791,WCA3B_Marsh,27.6,101,201.9,43.9,NA,NA,26,F,NA
4792,WCA3B_Marsh,23.5,85.8,167.4,33.6,NA,NA,13.6,M,NA
4793,WCA3B_Marsh,37.8,138.1,260,54.3,NA,NA,64,M,NA
4794,WCA3A-TW_Marsh,37.3,131.7,236.5,57.1,NA,NA,59,M,Incomplete tail
4795,WCA3A-TW_Marsh,40.3,146.3,284.3,62.6,NA,NA,71,M,NA
4796,WCA3B_Marsh,18.2,66.2,132.6,27.5,NA,NA,7,F,NA
4797,WCA3B_Marsh,31.1,113.1,224.5,50.3,NA,NA,39.5,F,NA
4798,WCA3B_Marsh,28.6,106.3,209.6,43.4,NA,NA,28.5,F,NA
4799,WCA3B_Marsh,27,101.5,205.1,38.3,NA,NA,20.5,F,NA
4800,WCA3A-TW_Marsh,34,122.5,242.7,48,NA,NA,46,F,NA
4801,Lox_Marsh,27.4,101.5,204.8,41,NA,NA,23,F,NA
4802,Lox_Marsh,33.1,111.8,219.9,41.4,NA,NA,29.5,M,NA
4803,Lox_Marsh,26,92.1,178.1,37.9,NA,NA,17.8,M,Incomplete tail
4804,Lox_Marsh,27.3,94.5,184.7,35.5,NA,NA,18.2,F,NA
4805,Lox_Marsh,27.3,98.5,197.4,38.4,NA,NA,18.5,F,NA
4806,Lox_Marsh,33.3,116.3,225.4,39,NA,NA,28,M,NA
4807,Lox_Marsh,24.5,86.4,159.2,33.2,NA,NA,14.4,F,Incomplete tail
4808,Lox_Marsh,27.4,104.4,204.5,39.8,NA,NA,21.5,F,NA
4809,Lox_Marsh,22.5,80.2,146.6,32.6,NA,NA,11,F,Incomplete tail
4810,Lox_Marsh,23.8,83.7,168.9,32.6,NA,NA,11.8,F,NA
4811,Lox_Marsh,23.8,82.9,163.1,32.7,NA,NA,11.4,F,NA
4812,Lox_Marsh,23.2,82.9,162.3,34.9,NA,NA,13.2,F,NA
4813,ENP-EST,33.2,121.1,240.3,40.1,NA,NA,32,M,Broken jaw
4814,Lox_Marsh,30,110,215.5,47.7,NA,NA,30.5,F,NA
4815,Lox_Marsh,30.2,107.9,210.1,45.2,NA,NA,27.5,M,NA
4816,Lox_Marsh,30.4,110.3,216.4,42.5,NA,NA,29,F,NA
4817,Lox_Marsh,30.1,109.9,212.9,39.9,NA,NA,25.5,F,NA
4818,WCA3A-HD_Marsh,40.5,141.3,273,48.6,NA,NA,50,M,NA
4819,WCA3A-HD_Marsh,29.1,103.9,204.5,40,NA,NA,22.5,F,NA
4820,WCA3A-HD_Marsh,33.6,121.2,244.5,44.9,NA,NA,30.5,M,NA
4821,WCA3A-HD_Marsh,31.4,114.1,228,42.8,NA,NA,29,F,NA
4822,WCA3A-HD_Marsh,31.7,112.6,226.3,44.7,NA,NA,30,M,NA
4823,WCA3A-HD_Marsh,31.8,112.9,225.2,43.8,NA,NA,30.5,M,Missing right rear leg
4824,WCA3A-HD_Marsh,31.8,112.8,214.9,40,NA,NA,29,F,NA
4825,WCA3A-HD_Marsh,28.8,100.9,200,38.8,NA,NA,20,M,NA
4826,WCA3B_Marsh,25.4,91,174.4,36.7,NA,NA,16,F,NA
4827,WCA3B_Marsh,26.3,94,182.6,35.8,NA,NA,18,F,None
4828,WCA3B_Marsh,27.8,97.8,185,41.5,NA,NA,21,F,None
4829,WCA3A-TW_Marsh,20.1,70.9,140.6,27.3,NA,NA,7.4,M,NA
4830,WCA3A-TW_Marsh,NA,NA,NA,NA,NA,NA,NA,U,NA
4831,WCA3A-HD_Marsh,29.9,108.4,211.3,41.1,NA,NA,28,F,NA
4832,WCA3A-HD_Marsh,30.3,108.2,205.6,44.3,NA,NA,30,F,none
4833,WCA3A-HD_Marsh,27.9,100.3,198.5,39.4,NA,NA,22,F,NA
4834,WCA3A-HD_Marsh,31.2,113.6,230.8,44.5,NA,NA,30.5,M,NA
4835,WCA3A-N41_Marsh,26.9,98.6,194.6,41,NA,NA,21,F,NA
4836,WCA3A-N41_Marsh,25.1,95.4,188.8,36.5,NA,NA,18.8,F,NA
4837,WCA3A-N41_Marsh,29.5,108.1,215.3,46.6,NA,NA,30,M,NA
4838,WCA3A-N41_Marsh,25.7,90.2,176.5,36.5,NA,NA,17.8,F,NA
4839,WCA3A-N41_Marsh,23.9,85.3,168,35,NA,NA,13.8,F,NA
4840,WCA3A-N41_Marsh,27.4,97.2,192.3,36.3,NA,NA,18.8,F,NA
4841,WCA3A-N41_Marsh,27.5,101.4,201.3,43.4,NA,NA,25,F,NA
4842,WCA3A-N41_Marsh,33.3,121.8,232,49,NA,NA,41,M,NA
4843,WCA3A-N41_Marsh,29.6,108.2,208.9,41.4,NA,NA,27,F,NA
4844,WCA3A-N41_Marsh,29.1,108.1,212.8,42.1,NA,NA,27.5,F,NA
4845,WCA3A-N41_Marsh,19.7,72.9,148.4,28.7,NA,NA,8,M,NA
4846,ENP-EST,36.8,136.7,259.6,51,NA,NA,49,M,"None, but missing left rear foot"
4847,ENP-EST,37.4,130.5,256.6,40.3,NA,NA,40,M,NA
4848,ENP-EST,34,122.4,242.4,47.5,NA,NA,39.5,M,NA
4849,WCA3A-N41_Marsh,6.1,22.6,45.6,7.1,NA,NA,0.28,U,NA
4850,WCA3A-N41_Marsh,5.8,20.6,41.7,6.1,NA,NA,0.142,U,NA
4851,WCA3A-N41_Marsh,10,33.3,66,11.9,NA,NA,0.7,M,Incomplete tail
4852,WCA3A-N41_Marsh,10.2,35.5,73.3,13.7,NA,NA,0.72,M,NA
4853,WCA3A-N41_Marsh,26.3,97,195.8,38.3,NA,NA,18,F,NA
4854,WCA3A-N41_Marsh,31.6,115.5,223.6,45.6,NA,NA,30.5,M,NA
4855,WCA3A-N41_Marsh,25,92.5,180.9,37.1,NA,NA,18,F,NA
4856,WCA3A-N41_Marsh,24.7,90.8,181.1,37.5,NA,NA,17.5,F,NA
4857,WCA3A-N41_Marsh,36.4,132.3,270,54.9,NA,NA,59,M,NA
4858,WCA3A-N41_Marsh,25.3,98.5,195.6,43.5,NA,NA,24.5,F,NA
4859,WCA3A-N41_Marsh,18.6,67,137.5,28,NA,NA,6.8,M,NA
4860,WCA3B_Marsh,27.3,101,180.2,34.5,NA,NA,18.5,M,Incomplete tail
4861,WCA3B_Marsh,28.8,105,210.1,41,NA,NA,24.5,F,NA
4862,WCA3B_Marsh,25.6,91.1,184.2,35.5,NA,NA,15,M,NA
4863,WCA3B_Marsh,28.8,104.5,206,42,NA,NA,25,F,NA
4864,WCA3B_Marsh,27.7,100.1,200.3,38.2,NA,NA,20,F,NA
4865,WCA3A-N41_Marsh,34,125.7,250.3,48.4,NA,NA,45.5,M,NA
4866,WCA3A-N41_Marsh,31.2,113.5,224.4,42,NA,NA,28,F,NA
4867,WCA3A-N41_Marsh,36.6,132.1,260.2,55.3,NA,NA,57,M,NA
4868,WCA3B_Marsh,24.1,86.2,171.5,35.5,NA,NA,13.6,M,NA
4869,WCA3B_Marsh,31.7,115,226.7,49.9,NA,NA,35.6,F,NA
4870,WCA3B_Marsh,25.9,92.5,191.4,34.1,NA,NA,16.6,F,NA
4871,WCA3B_Marsh,31.6,113.5,225.6,46.4,NA,NA,32.5,M,NA
4872,WCA3A-N41_Marsh,28.3,100.7,199.8,37.2,NA,NA,19.6,F,NA
4873,WCA3A-N41_Marsh,26.6,99.1,196.8,42.9,NA,NA,23.5,F,NA
4874,WCA3A-N41_Marsh,27.2,99.9,198.7,38.4,NA,NA,20.5,F,NA
4875,WCA3A-N41_Marsh,26.9,98,184.3,33.7,NA,NA,17,M,Left eye mostly missing
4876,WCA3A-N41_Marsh,32.1,117.9,227.4,44.6,NA,NA,34.5,M,NA
4877,WCA3A-N41_Marsh,25.1,93.5,181.7,38.8,NA,NA,18.2,F,NA
4878,WCA3A-N41_Marsh,27,99.5,195.9,40.7,NA,NA,21,M,NA
4879,WCA3A-N41_Marsh,23.6,87.7,175.2,34.4,NA,NA,14.4,F,NA
4880,WCA3A-N41_Marsh,32.4,117.1,228.8,45.4,NA,NA,32.5,M,NA
4881,WCA3B_Marsh,24,85.9,171.5,33.2,NA,NA,13,F,NA
4882,WCA3B_Marsh,34.6,120.7,234,48.7,NA,NA,42,M,NA
4883,WCA3A-N41_Marsh,29.7,104.9,205.7,38.7,NA,NA,23,F,NA
4884,WCA3A-N41_Marsh,27.8,99.1,198.3,39.6,NA,NA,21,F,NA
4885,WCA3A-N41_Marsh,23.6,85.4,167,32.1,NA,NA,12.5,F,NA
4886,WCA3A-N41_Marsh,35.7,121.8,240.4,51.2,NA,NA,44.5,M,NA
4887,WCA3B_Marsh,37.5,134.3,261.1,49.3,NA,NA,52,M,NA
4888,WCA3B_Marsh,27.1,99.3,200.1,37.6,NA,NA,21,F,NA
4889,WCA3B_Marsh,28.6,108.4,212.8,44.8,NA,NA,31,F,NA
4890,WCA3B_Marsh,27.9,99.7,198.2,39,NA,NA,22,F,NA
4891,Lox_Marsh,21.5,77.6,156.3,29.8,NA,NA,8.9,F,none
4892,Lox_Marsh,27.6,97,192.1,35.4,NA,NA,18.4,F,none
4893,Lox_Marsh,29.9,106.7,208.5,40.6,NA,NA,25.1,M,none
4894,Lox_Marsh,28.3,103.3,201.2,38.6,NA,NA,24,M,none
4895,Lox_Marsh,25.3,94.6,185.7,38.9,NA,NA,19.5,F,none
4896,Lox_Marsh,34.6,122.9,224.6,42.6,NA,NA,36.5,M,Incomplete tail
4897,Lox_Marsh,29,104,199.5,39.7,NA,NA,23.5,M,Incomplete tail
4898,Lox_Marsh,NA,NA,117.6,NA,NA,NA,NA,U,NA
4899,Lox_Marsh,24.6,92.5,186.5,35.9,NA,NA,16.4,F,none
4900,Lox_Marsh,24.8,88.4,175.2,34.6,NA,NA,14,F,none
4901,Lox_Marsh,28.9,97.6,188.2,35.2,NA,NA,17.6,M,none
4902,Lox_Marsh,29.2,105.7,210.5,35.6,NA,NA,22.5,F,none
4903,Lox_Marsh,25.4,89.7,171.7,34.1,NA,NA,14.8,M,Incomplete tail
4904,Lox_Marsh,24.3,88.2,176.6,35,NA,NA,14.6,F,none
4905,Lox_Marsh,27.6,100.6,202.9,38.3,NA,NA,22,F,none
4906,Lox_Marsh,24.7,88.6,176.7,33.2,NA,NA,14.2,F,none
4907,WCA3A-TW_Marsh,30.5,109,209.5,41.4,NA,NA,28,F,none
4908,WCA3A-TW_Marsh,41.1,143.8,289.9,63.3,NA,NA,70.6,M,NA
4909,WCA3A-TW_Marsh,26.7,97.1,194.9,40.5,NA,NA,22,F,NA
4910,WCA3A-TW_Marsh,29.9,109.9,217.3,38.3,NA,NA,25.5,F,NA
4911,WCA3A-TW_Marsh,25.8,93.6,184.3,36,NA,NA,15.4,M,NA
4912,WCA3A-TW_Marsh,26.7,98.3,189,36.2,NA,NA,20.5,F,NA
4913,WCA3A-HD_Marsh,26.5,93.9,184.6,38.2,NA,NA,17.2,F,NA
4914,WCA3A-HD_Marsh,29.5,105.5,210.5,41.7,NA,NA,24,F,NA
4915,WCA3A-HD_Marsh,28.3,101.4,199.3,39.4,NA,NA,22,F,NA
4916,WCA3A-HD_Marsh,27.8,102.5,195.3,38.9,NA,NA,20.5,F,NA
4917,WCA3A-HD_Marsh,27.9,99.1,199.6,39.6,NA,NA,21,M,NA
4918,WCA3A-HD_Marsh,32.6,118.8,227.6,46.1,NA,NA,40.5,F,NA
4919,WCA3A-HD_Marsh,31.9,109.5,217.8,38.2,NA,NA,24,F,NA
4920,WCA3A-HD_Marsh,31.3,115.4,226.3,40.4,NA,NA,31,F,NA
4921,WCA3A-HD_Marsh,23.2,83.1,167.7,32.5,NA,NA,12.2,M,NA
4922,WCA3A-HD_Marsh,26,93.1,179,37.5,NA,NA,18,F,NA
4923,WCA3A-HD_Marsh,28.7,100.5,199.2,37.4,NA,NA,13.2,F,NA
4924,WCA3A-HD_Marsh,36.8,129.7,248.9,52.8,NA,NA,49.5,M,Incomplete tail
4925,WCA3A-HD_Marsh,33.9,120.2,234.3,49.6,NA,NA,42,M,Incomplete tail
4926,WCA3A-TW_Marsh,35.8,132.6,260.3,53.5,NA,NA,50,M,None
4927,WCA3A-TW_Marsh,32.5,115.2,228.8,51.3,NA,NA,38,F,None
4928,WCA3A-TW_Marsh,23.1,84.3,166.3,32.6,NA,NA,11.8,M,None
4929,WCA3A-HD_Marsh,32.2,111.7,219.3,42.7,NA,NA,33,F,None
4930,WCA3A-HD_Marsh,38,134.5,268.2,57.4,NA,NA,74,M,None
4931,WCA3A-TW_Marsh,28,101.3,186.6,42,NA,NA,23,F,Incomplete tail
4932,WCA3A-TW_Marsh,31.5,111.5,215.6,44.5,NA,NA,30.5,F,none
4933,WCA3A-TW_Marsh,32.4,116.4,234.5,47,NA,NA,39,M,none
4934,WCA3A-TW_Marsh,15.8,55,112.4,20,NA,NA,NA,F,NA
4935,WCA3A-TW_Marsh,42,145.1,286.8,59.2,NA,NA,78,M,none
4936,ENP-FC,31.5,112.8,222.9,47.4,NA,NA,32,F,NA
4937,ENP-SS,26.6,96.9,193.1,35.8,NA,NA,19.6,F,NA
4938,ENP-SS,40.4,144.1,282.6,57.4,NA,NA,64,M,NA
4939,ENP-FC,33.6,115.2,230.8,45.2,NA,NA,32,M,NA
4940,ENP-SS,32,110.6,216.1,43.8,NA,NA,31,M,NA
4941,ENP-SS,37.6,132.1,269.2,44.4,NA,NA,53,M,NA
4942,ENP-SS,39.2,141,272.6,56.1,NA,NA,65,M,NA
4943,ENP-FC,38.5,139,277.4,60,NA,NA,73,M,NA
4944,ENP-NESSE,36,125.8,247.4,46.8,NA,NA,39.5,M,NA
4945,ENP-NESSE,39.8,140.5,284.5,56.8,NA,NA,64,M,NA
4946,ENP-NESSE,36.5,132.8,259.5,48.2,NA,NA,67,M,NA
4947,ENP-NESSE,38.2,141,278.4,54.2,NA,NA,56,M,NA
4948,ENP-FC,25.1,91.7,178.3,36.2,NA,NA,16.8,F,NA
4949,ENP-FC,26.8,99.4,194.4,37.2,NA,NA,20,F,NA
4950,ENP-FC,25.5,93,189.5,36.5,NA,NA,18,F,NA
4951,ENP-FC,27.6,100.4,200.6,44.6,NA,NA,26,F,NA
4952,ENP-FC,25.9,93.2,189.5,33,NA,NA,15.5,F,NA
4953,ENP-FC,34.7,124.2,250.2,53,NA,NA,47,M,NA
4954,ENP-FC,25.9,99.6,194.1,37.9,NA,NA,20,F,NA
4955,ENP-FC,33.5,119.5,237.8,46,NA,NA,37.5,M,NA
4956,ENP-NESSE,26.2,97.6,195.9,37.9,NA,NA,21.5,F,Broken jaw
4957,ENP-NESSE,25.3,93.8,190.9,34.2,NA,NA,17.5,F,NA
4958,ENP-FC,34.4,124,244.5,45.7,NA,NA,42.5,M,NA
4959,ENP-FC,25.9,94.4,187.9,35.1,NA,NA,17,F,NA
4960,ENP-FC,27.9,100.4,200.6,37.8,NA,NA,21,F,NA
4961,WCA3A-HD_Marsh,31.1,113.1,217.5,41.4,NA,NA,32,F,NA
4962,WCA3A-HD_Marsh,31.5,119.4,232.4,50.2,NA,NA,42,M,NA
4963,WCA3A-HD_Marsh,34.9,123.9,241.6,49.5,NA,NA,42.5,M,NA
4964,WCA3A-HD_Marsh,38.2,132.4,266.9,59.6,NA,NA,68,M,NA
4965,WCA3B_Marsh,37.9,137,270.7,60.2,NA,NA,69,M,NA
4966,WCA3B_Marsh,33.5,121.2,236.1,47.4,NA,NA,37,M,NA
4967,WCA3B_Marsh,32.7,116.2,224.5,44.8,NA,NA,32,M,NA
4968,WCA3B_Marsh,25.8,94.9,184.6,37.3,NA,NA,18.4,F,NA
4969,WCA3A-HD_Marsh,29,107.8,214.9,40.4,NA,NA,26,F,NA
4970,ENP-NESSE,33.1,115.7,229.9,46.4,NA,NA,34,M,NA
4971,WCA3B_Marsh,28,106,205.6,41.5,NA,NA,26,F,none
4972,WCA3B_Marsh,27.6,98.5,194.5,38.6,NA,NA,21,F,none
4973,WCA3A-HD_Marsh,32.9,120.4,233.1,47.2,NA,NA,37,M,Broken jaw
4974,ENP-NESSE,27,102.3,205.3,39.9,NA,NA,23.5,F,NA
4975,ENP-SS,28.5,107.8,215.1,46.4,NA,NA,28,F,Eye injury on right eye; tooth embedded in left orbital socket
4976,ENP-SS,29,104.8,206.1,40.3,NA,NA,25,F,NA
4977,ENP-SS,26.8,97.5,189.5,34.2,NA,NA,18.6,F,NA
4978,ENP-SS,28.9,105.2,204,43.4,NA,NA,27,F,NA
4979,ENP-FC,27,102.2,202.3,42.4,NA,NA,24,F,NA
4980,WCA3B_Marsh,37.1,137,276.2,57.9,NA,NA,60,M,NA
4981,WCA3B_Marsh,26.6,96,171.2,35.6,NA,NA,16.5,F,Incomplete tail
4982,WCA3B_Marsh,26.5,98.3,195.6,42.5,NA,NA,22,F,NA
4983,WCA3A-HD_Marsh,31,112.9,218,33,NA,NA,25.5,F,NA
4984,WCA3A-TW_Marsh,37,134.9,259.5,57,NA,NA,58,M,NA
4985,WCA3A-TW_Marsh,35,123.5,251.4,55,NA,NA,48,M,NA
4986,WCA3A-TW_Marsh,39.2,140.1,274.9,54.7,NA,NA,64,M,NA
4987,WCA3A-HD_Marsh,27.5,104.6,210.2,43.1,NA,NA,26,F,NA
4988,WCA3A-TW_Marsh,26.5,96.9,192.4,37.2,NA,NA,17,M,NA
4989,WCA3A-TW_Marsh,31.5,119.8,231.3,43.4,NA,NA,35,F,Incomplete tail
4990,WCA3A-N41_Marsh,35,123.1,239.8,51.2,NA,NA,44,M,NA
4991,WCA3A-N41_Marsh,36.6,127.8,250.1,53.5,NA,NA,53,M,NA
4992,ENP-FC,30.8,112,176,46.9,NA,NA,30.5,M,Incomplete tail
4993,ENP-FC,31.7,119,239.8,46.1,NA,NA,36,M,NA
4994,WCA3A-N41_Marsh,30.5,114.8,226,47.8,NA,NA,37,F,NA
4995,WCA3A-N41_Marsh,33.6,120.2,232.8,42.1,NA,NA,34,M,NA
4996,WCA3A-N41_Marsh,28.5,104.2,207.3,44.5,NA,NA,29,F,NA
4997,WCA3A-N41_Marsh,25.3,93.3,181.9,36,NA,NA,16,F,NA
4998,WCA3A-N41_Marsh,27.2,104.1,201.9,38,NA,NA,25,F,Incomplete tail
4999,WCA3A-N41_Marsh,27.9,104.8,205.2,38.5,NA,NA,23,F,NA
5000,WCA3A-N41_Marsh,25.6,94.4,186.7,41,NA,NA,19.4,F,Front left foot missing
5001,WCA3A-N41_Marsh,34.6,124.9,255.3,52.4,NA,NA,47,M,NA
5002,ENP-FC,28.7,100.8,201,46,NA,NA,22,F,NA
5003,WCA3A-N41_Marsh,26.1,93.7,182.5,39.4,NA,NA,18.6,F,NA
5004,WCA3A-N41_Marsh,29,108.2,217.9,39.3,NA,NA,27,F,NA
5005,ENP-EST,27.5,97.7,164.1,36,NA,NA,19.6,F,Incomplete tail
5006,WCA3A-N41_Marsh,29.6,108,213.5,44.7,NA,NA,29.5,F,NA
5007,WCA3A-N41_Marsh,35.7,126.7,212.3,48.6,NA,NA,41.5,M,Incomplete tail
5008,WCA3A-N41_Marsh,27,98.5,199.7,40.4,NA,NA,22,F,NA
5009,WCA3A-N41_Marsh,32.2,116.9,225.1,44,NA,NA,31,F,NA
5010,ENP-SS,21.8,79.3,160.5,31,NA,NA,10.2,F,NA
5011,ENP-SS,27.3,99.2,197.6,39.5,NA,NA,20.5,F,NA
5012,ENP-SS,31.3,112.8,223,46.5,NA,NA,35.5,F,NA
5013,WCA3B_Marsh,24.9,94.7,181.9,34.5,NA,NA,16.6,F,NA
5014,WCA3B_Marsh,37.2,136.9,270.2,49.2,NA,NA,67,M,NA
5015,WCA3B_Marsh,25.6,97.2,172.1,39.5,NA,NA,22,F,Incomplete tail
5016,WCA3B_Marsh,17.8,65.4,132,26.1,NA,NA,5.6,F,NA
5017,WCA3B_Marsh,27.2,97.6,191.6,42,NA,NA,24,F,NA
5018,WCA3B_Marsh,26.4,97.3,190.5,39.5,NA,NA,19,M,NA
5019,WCA3B_Marsh,27,101.3,199,45.1,NA,NA,25.5,F,Incomplete tail
5020,WCA3B_Marsh,35.9,132,263.5,54.5,NA,NA,59,M,NA
5021,WCA3A-HD_Marsh,29.3,108.1,215,45.1,NA,NA,31,F,NA
5022,WCA3A-HD_Marsh,24.2,86.5,177.1,34.7,NA,NA,13.8,F,NA
5023,WCA3A-HD_Marsh,31.6,117.1,234.5,43.2,NA,NA,38,F,NA
5024,WCA3A-HD_Marsh,28.5,107,209,41.4,NA,NA,26,F,NA
5025,WCA3A-HD_Marsh,30.1,106.2,210.8,48,NA,NA,31,F,NA
5026,WCA3A-HD_Marsh,30.5,108.3,215.3,42.4,NA,NA,27.5,F,NA
5027,WCA3A-HD_Marsh,29,106,207.2,40.5,NA,NA,25.5,F,NA
5028,WCA3A-HD_Marsh,20.6,73,143.9,30.5,NA,NA,9.4,F,NA
5029,WCA3A-HD_Marsh,19,70.3,140,27.1,NA,NA,7.4,F,NA
5030,WCA3B_Marsh,26.7,100.5,201.2,38.5,NA,NA,21.5,F,NA
5031,WCA3B_Marsh,21.8,80.2,158.4,33.4,NA,NA,12,F,NA
5032,WCA3B_Marsh,31.6,119.1,237,50.2,NA,NA,44,M,NA
5033,ENP-SS,27.7,100.6,204.7,41.2,NA,NA,23.5,F,NA
5034,ENP-SS,31.5,112.5,220,44.7,NA,NA,33.5,M,NA
5035,ENP-SS,31.9,117,231.7,45.3,NA,NA,34.5,M,NA
5036,ENP-SS,32.9,119.3,232.5,45.7,NA,NA,37.5,M,NA
5037,ENP-FC,25.6,97,192.5,38.7,NA,NA,20,M,NA
5038,ENP-FC,34.1,122.3,242,48.1,NA,NA,40.5,M,NA
5039,ENP-FC,41.9,147.9,283.9,59.3,NA,NA,78,M,NA
5040,ENP-SS,35.8,130,264.6,52.5,NA,NA,52,M,NA
5041,ENP-FC,30.5,112.7,219.6,45.5,NA,NA,33,M,NA
5042,ENP-FC,25.3,89.7,179.8,33,NA,NA,14,F,NA
5043,WCA3A-TW_Marsh,28.5,105.5,207,44.8,NA,NA,28,F,NA
5044,WCA3A-TW_Marsh,31.2,115.5,215,48,NA,NA,36,F,Incomplete tail
5045,WCA3A-TW_Marsh,29,106.9,208.5,45.1,NA,NA,30.2,F,NA
5046,WCA3A-TW_Marsh,23,84.7,173.6,35.7,NA,NA,14.4,F,NA
5047,WCA3A-TW_Marsh,36,130.2,262.1,53.9,NA,NA,52,M,NA
5048,WCA3A-TW_Marsh,22.6,82.5,162.8,31,NA,NA,11.25,M,Left foot below elbow
5049,WCA3A-TW_Marsh,30.2,114,222.3,44,NA,NA,27,F,NA
5050,WCA3A-TW_Marsh,44.7,150.5,294.6,60.1,NA,NA,90,M,NA
