"m","estimate_t","lower95_t","median_t","upper95_t"
504,74.264774594749,61.4677880439996,87.6224701508048,148.183159399204
528,74.5316058652986,61.5426359524567,87.9479738919221,149.653539870102
552,74.7828121539838,61.6181636090148,88.2435729694638,151.649311080021
577,75.029509782744,61.6870201734901,88.5460244191233,152.857942046275
604,75.2804652428037,61.7426770015674,88.8251014057475,154.426461955265
632,75.5254169838264,61.8096888534088,89.1194257839167,156.042144086644
661,75.7643274620613,61.8435925803684,89.4020701860304,157.633369051424
691,75.9971994769041,61.8745390124177,89.6578767029336,159.306497041067
723,76.2311700968719,61.9005734968243,89.9714793537002,161.005691436441
757,76.4650682990678,61.9343950299673,90.2067170022136,162.757562318687
791,76.6853259206318,61.9849628575683,90.5043833988924,164.397263494794
828,76.9110606936695,62.0336346285577,90.7325680628724,165.888040692262
866,77.1292500992162,62.0804930711728,90.9847008944211,167.453778796954
906,77.3454733231739,62.1261760384422,91.2217202810747,169.210161261433
948,77.5591380614303,62.1616082218355,91.455855812264,170.909901172088
991,77.7651084534487,62.1885089237784,91.7153374973229,172.692336833656
1037,77.9725550079345,62.2150736556367,91.9305883320541,174.436068328974
1085,78.1762231998419,62.2406414642498,92.1537727746919,176.10232257183
1135,78.3758682284628,62.2634844683477,92.3403653056001,177.580049625287
1187,78.5713068495343,62.3143973731217,92.5870752814806,179.175336576776
1242,78.7658414686422,62.3454157829502,92.825841976543,180.96945736329
1299,78.9555540432944,62.3560399753948,93.0757244728782,182.600802437147
1359,79.1434772234723,62.3700148262133,93.3374556701967,184.058250461026
1422,79.3290989708143,62.3897562151997,93.5340665000936,185.464538550635
1487,79.5093086047034,62.4204909317778,93.7095482663242,186.906804462147
1556,79.6893024671858,62.4732285511651,93.8816626923788,188.389137312779
1628,79.8659511686192,62.5334054283816,94.1114238056498,189.873793829156
1703,80.0390462934156,62.5626987011047,94.3554372757949,191.404388270764
1781,80.2084329920675,62.5675113557122,94.5989850368534,193.266525044004
1863,80.3759851323521,62.5696696513719,94.8002917527004,195.381300414134
1949,80.5412833530359,62.598983140852,94.9915150723701,197.263557572683
2039,80.7039848118369,62.6453425706375,95.1989232777121,198.911594753977
2133,80.8638144858095,62.6606297791442,95.3208427895429,200.812526929404
2231,81.0205568772165,62.6691336382591,95.4687595309499,202.480468193254
2334,81.1755076794386,62.6729122358591,95.6446230431446,204.144692799666
2442,81.3282885759652,62.6765215918293,95.8120339431509,206.361785669135
2554,81.4773014271815,62.6799324988755,95.9829876978355,208.404140202996
2672,81.6249579092036,62.6832075157959,96.128852080825,209.996999463878
2795,81.7696947510812,62.6863181388339,96.3225324165527,212.320170552519
2924,81.9124415570923,62.6932194330783,96.5158938955717,214.02713565655
3059,82.0529041976011,62.7036897346665,96.6311513117155,215.784888528407
3200,82.1908473809388,62.7335871209195,96.8289937421669,217.345610869852
3347,82.3260873996375,62.7710318424996,96.9873146648554,219.821752507169
3502,82.4601634376498,62.8012620369088,97.1591790343356,222.081864956743
3663,82.5910981550553,62.8186648834871,97.3030168974369,223.882893517289
3832,82.7203274613613,62.8355877319416,97.501965657002,225.593524867586
4008,82.8468690424821,62.8519147405745,97.675667708949,227.430769288742
4193,82.9719295136317,62.8650804684494,97.790809011562,229.438827492739
4387,83.0952030343254,62.8775541430641,97.9562446868482,231.260399571632
4589,83.2158620922385,62.8895629930083,98.1089195566034,232.861418360166
4800,83.3343575796229,62.9011639736253,98.2487768713371,234.711229242891
5022,83.4515536651065,62.9124503483659,98.3550285977896,237.496948122012
5253,83.5661834245266,62.9382931342177,98.4753318155969,240.324694698502
5495,83.6790762501686,62.9722524655114,98.5905650732307,242.622885314106
5748,83.7900228405131,62.9928493895061,98.713729371735,244.679070317297
6013,83.8992577575032,63.0039014614834,98.8500056811009,246.729673314357
6291,84.0069582330988,63.0118128213907,98.9590105224,248.777723214137
6581,84.1125475099385,63.0194391719975,99.0870478923352,250.770395285124
6884,84.2162425739804,63.0268037880284,99.2201655096366,253.221014079179
7201,84.3182125899123,63.0339254268999,99.3330825597787,255.485330108257
7533,84.418586640051,63.0408191829211,99.4505039421968,257.588885595847
7880,84.5171849322751,63.0474787484775,99.5387009162118,260.049150126881
8244,84.6143842449992,63.0539351605135,99.6579985057684,262.503838824916
8624,84.7097406611816,63.0601645155015,99.7550581124798,264.57469267795
9021,84.8033669400003,63.0661801867488,99.8582189708971,266.879817755387
9437,84.895566053831,63.0720068579149,99.9470764484223,269.33368100983
9872,84.9861649662365,63.0776385004742,100.045202413376,271.935734640188
10327,85.0752170451056,63.0830834250385,100.150473355764,274.612407737375
10803,85.1627619684718,63.0924981466338,100.231971018207,277.304226772488
11301,85.2488284784238,63.1075221329468,100.304492775522,279.77281256502
11822,85.3334367378,63.1221560687139,100.396940305103,281.825815999295
12367,85.4166003375715,63.1364084013901,100.45272053969,283.611530897056
12937,85.4983279961728,63.1502866101744,100.541648847857,285.681769747352
13533,85.5786249869564,63.1637974845789,100.62666676745,287.793685082723
14157,85.6576170462028,63.1769677163025,100.704655200749,289.909101867528
14810,85.735283681441,63.1897991320078,100.759016569214,292.026846681012
15492,85.8114982887447,63.2022763421752,100.798751145135,294.142700937948
16206,85.8864683951756,63.2144386145074,100.851564504509,296.261684796129
16954,85.9602571654078,63.2263008415043,100.919454910704,298.385013434321
17735,86.0326404627705,63.2378319477037,100.985364547526,300.505510228626
18552,86.1037825740335,63.249063145119,101.050706408492,302.627179694925
19408,86.1738099274381,63.2600187631352,101.1512155883,304.753179790764
20302,86.2425192322198,63.2706714918607,101.203622891131,306.950688124297
21238,86.3101029515917,63.2810556483843,101.292055195752,308.791702893261
22217,86.3765111177909,63.2907930024698,101.36706358841,310.689306454308
23241,86.4417653941477,63.2988124539573,101.442017941169,312.584294147316
24313,86.5059394871863,63.30661728973,101.507722578991,314.588950967415
25433,86.5689249552321,63.3141981923553,101.54919593337,317.221257924853
26606,86.6308937491756,63.3191613004222,101.623193255177,319.164585960068
27832,86.6917364754465,63.3238935177461,101.686944832849,321.243667645185
29115,86.7515485776798,63.3284821524985,101.757967611747,323.620300838107
30457,86.8103177960014,63.3329293569716,101.811609378191,326.001575210155
31861,86.868073410131,63.3372403696963,101.861001162985,328.387900843552
33329,86.9247994954673,63.3414169612978,101.916528456803,330.777814743305
34866,86.9805886522594,63.3454687517385,101.97642478697,333.098856115976
36473,87.0353786780265,63.349393940802,102.048760536217,334.568082133358
38154,87.0892138190725,63.3531984042378,102.11203614909,336.041038553082
39913,87.1421275233468,63.3568870612278,102.160593192183,338.009649250837
41753,87.1941170998348,63.3604622003701,102.22077039309,340.215878354447
43677,87.2451795150254,63.3635423478338,102.31676706986,342.421770666165
45691,87.2953843714637,63.366463405969,102.392544750475,345.06294030606
47797,87.3446934352972,63.3692909561643,102.435062902476,347.879283580051
50000,87.3931403854976,63.3720290308623,102.505639745899,350.392143594721
